"name_name","name_category","name_price","name_comment_count","name_comment_count_url","name_comment1","name_comment1_url","name_comment2","name_comment2_url","name_open"
"53. 洲際酒店扒房咖啡吧","牛排, 歐洲菜","$$$$","347 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d4161772-Reviews-The_Steak_House_Winebar_Grill-Hong_Kong.html#REVIEWS","“陜川黄土韩牛”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d4161772-r698003625-The_Steak_House_Winebar_Grill-Hong_Kong.html","“星期六的牛房餐厅”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d4161772-r678193476-The_Steak_House_Winebar_Grill-Hong_Kong.html","正在營業"
"54. Twenty Six by Liberty","現代創意菜, 國際菜","$$$$","181 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2629281-Reviews-Twenty_Six_by_Liberty-Hong_Kong.html#REVIEWS","“酒水很好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2629281-r677291099-Twenty_Six_by_Liberty-Hong_Kong.html","“有禮貌,”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2629281-r654240065-Twenty_Six_by_Liberty-Hong_Kong.html","正在營業"
"55. The Market","海鮮, 國際菜","$$ - $$$","873 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2514791-Reviews-The_Market-Hong_Kong.html#REVIEWS","“一百零一分的服務”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2514791-r723245516-The_Market-Hong_Kong.html","“心目中的好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2514791-r716752540-The_Market-Hong_Kong.html","正在營業"
"56. 珀翠餐廳","法國菜","$$$$","322 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d914346-Reviews-Petrus-Hong_Kong.html#REVIEWS","“於頂級法式餐廳享用美景，還有美食”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d914346-r656314902-Petrus-Hong_Kong.html","“好耐沒有食過甘好味”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d914346-r654095926-Petrus-Hong_Kong.html","正在營業"
"57. 港灣壹號","中菜, 亞洲菜","$$$$","355 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2184677-Reviews-One_Harbour_Road_Grand_Hyatt_Hong_Kong-Hong_Kong.html#REVIEWS","“高級中式餐廳！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2184677-r713026051-One_Harbour_Road_Grand_Hyatt_Hong_Kong-Hong_Kong.html","“特別好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2184677-r693585432-One_Harbour_Road_Grand_Hyatt_Hong_Kong-Hong_Kong.html","正在營業"
"58. woo Bar","酒吧, 紅酒吧","$$ - $$$","343 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2095036-Reviews-Woo_Bar-Hong_Kong.html#REVIEWS","“誰說下午茶是女孩子的專利？”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2095036-r723523196-Woo_Bar-Hong_Kong.html","“愉快的週末晚上”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2095036-r713243873-Woo_Bar-Hong_Kong.html","正在營業"
"59. Electric Ave","英國菜, 美國菜","$$ - $$$","138 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d13442875-Reviews-Electric_Ave-Hong_Kong.html#REVIEWS","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13442875-r708033579-Electric_Ave-Hong_Kong.html","“美味的漢堡”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13442875-r690559636-Electric_Ave-Hong_Kong.html",""
"60. maze Grill","英國菜, 燒烤","$$$$","182 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15232478-Reviews-Maze_Grill-Hong_Kong.html#REVIEWS","“Maze grill”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15232478-r718410040-Maze_Grill-Hong_Kong.html","“英國風BISTRO”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15232478-r716270350-Maze_Grill-Hong_Kong.html","正在營業"
"Triple O's by White Spot 圓方","$","","","","","","","",""
"禾牛薈火煱館 (中國保險大廈)","亞洲菜, 中菜","","","","","","","",""
"1. 秋田浜燒食堂","海鮮","$$ - $$$","122 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d12669836-Reviews-Akita_Hamayaki-Hong_Kong.html#REVIEWS","“超美味甲羅燒 😋😋”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12669836-r723666401-Akita_Hamayaki-Hong_Kong.html","“又有得睇又有得食，正！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12669836-r722422967-Akita_Hamayaki-Hong_Kong.html",""
"2. Scarlett Cafe & Wine Bar","法國菜, 酒吧","$$ - $$$","1,027 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d8353573-Reviews-Scarlett_Cafe_Wine_Bar-Hong_Kong.html#REVIEWS","“Scarlett餐厅的用餐体验很不错”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d8353573-r723746405-Scarlett_Cafe_Wine_Bar-Hong_Kong.html","“给姐姐庆生”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d8353573-r715484988-Scarlett_Cafe_Wine_Bar-Hong_Kong.html","正在營業"
"3. 大堂酒廊","酒吧, 國際菜","$$$$","1,149 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2166297-Reviews-The_Lounge_Bar-Hong_Kong.html#REVIEWS","“感謝幫忙找回貴重物品”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2166297-r706842132-The_Lounge_Bar-Hong_Kong.html","“絕佳的小型商務會談地”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2166297-r704836848-The_Lounge_Bar-Hong_Kong.html","正在營業"
"4. Capo","意大利菜, 薄餅","$$ - $$$","845 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10089430-Reviews-Capo-Hong_Kong.html#REVIEWS","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10089430-r723663552-Capo-Hong_Kong.html","“唔错”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10089430-r698004494-Capo-Hong_Kong.html","正在營業"
"5. Tosca","意大利菜, 歐洲菜","$$$$","1,145 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2161545-Reviews-Tosca_di_Angelo-Hong_Kong.html#REVIEWS","“dina”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2161545-r718742763-Tosca_di_Angelo-Hong_Kong.html","“无敌景观，午餐性价比好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2161545-r717319047-Tosca_di_Angelo-Hong_Kong.html","正在營業"
"6. 文華廳","中菜, 亞洲菜","$$$$","637 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1792423-Reviews-Man_Wah-Hong_Kong.html#REVIEWS","“難忘的優質美味晚餐，為了總廚黃永強師傅而來。”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1792423-r722536790-Man_Wah-Hong_Kong.html","“晚餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1792423-r722534503-Man_Wah-Hong_Kong.html","正在營業"
"7. Le Reve","法國菜","$$$$","144 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d11997741-Reviews-Le_Reve-Hong_Kong.html#REVIEWS","“氣氛很舒適”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11997741-r720361627-Le_Reve-Hong_Kong.html","“高質餐廳之選”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11997741-r715234904-Le_Reve-Hong_Kong.html","正在營業"
"8. 文華扒房及酒吧","歐洲菜","$$$$","646 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d941989-Reviews-Mandarin_Grill_Bar_at_Mandarin_Oriental_Hong_Kong-Hong_Kong.html#REVIEWS","“庆祝生日”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d941989-r723746674-Mandarin_Grill_Bar_at_Mandarin_Oriental_Hong_Kong-Hong_Kong.html","“美妙的生日之夜。永远是文华东方酒店的忠实粉丝。”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d941989-r716386926-Mandarin_Grill_Bar_at_Mandarin_Oriental_Hong_Kong-Hong_Kong.html","正在營業"
"9. Nathanhouse","美國菜, 牛排","$$ - $$$","80 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d17322643-Reviews-Nathanhouse-Hong_Kong.html#REVIEWS","“慢煮控。值得一試”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d17322643-r723965516-Nathanhouse-Hong_Kong.html","“浪漫小紅屋餐廳”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d17322643-r723765385-Nathanhouse-Hong_Kong.html","正在營業"
"10. Cafe Gray","國際菜, 歐洲菜","$$$$","1,501 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1811943-Reviews-Cafe_Gray_Deluxe-Hong_Kong.html#REVIEWS","“和朋友聚會的好地方”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1811943-r714735394-Cafe_Gray_Deluxe-Hong_Kong.html","“great high tea”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1811943-r712448990-Cafe_Gray_Deluxe-Hong_Kong.html","正在營業"
"11. The Oyster House","海鮮","$$ - $$$","122 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10463607-Reviews-The_Oyster_House-Hong_Kong.html#REVIEWS","“高質西餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10463607-r719767797-The_Oyster_House-Hong_Kong.html","“超正生蠔”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10463607-r719093779-The_Oyster_House-Hong_Kong.html","正在營業"
"12. 天龍軒","中菜, 亞洲菜","$$$$","1,181 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2399904-Reviews-Tin_Lung_Heen-Hong_Kong.html#REVIEWS","“超五星级水准”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2399904-r721639266-Tin_Lung_Heen-Hong_Kong.html","“非常好的体验”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2399904-r720611131-Tin_Lung_Heen-Hong_Kong.html","正在營業"
"13. Bistecca Italian Steak House","意大利菜, 牛排","$$ - $$$","654 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2276403-Reviews-Bistecca_Italian_Steak_House-Hong_Kong.html#REVIEWS","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2276403-r712488210-Bistecca_Italian_Steak_House-Hong_Kong.html","“牛排超出了预期！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2276403-r718257771-Bistecca_Italian_Steak_House-Hong_Kong.html","正在營業"
"14. La Brata","意大利菜, 地中海菜","$$ - $$$","321 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d12556435-Reviews-La_Brata-Hong_Kong.html#REVIEWS","“聚餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12556435-r690779457-La_Brata-Hong_Kong.html","“啲嘢食几好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12556435-r677974784-La_Brata-Hong_Kong.html","正在營業"
"15. Braza Churrascaria Brazilian Steakhouse","牛排, 巴西菜","$$ - $$$","910 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d7808139-Reviews-Braza_Churrascaria_Brazilian_Steakhouse-Hong_Kong.html#REVIEWS","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d7808139-r712488204-Braza_Churrascaria_Brazilian_Steakhouse-Hong_Kong.html","“最赞的服务最香的肉！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d7808139-r718542926-Braza_Churrascaria_Brazilian_Steakhouse-Hong_Kong.html","正在營業"
"16. 長阪燒","日本菜, 晚餐","$$ - $$$","142 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d13832460-Reviews-Nagasakayaki-Hong_Kong.html#REVIEWS","“高質日本餐廳🙆🏻‍♀️”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13832460-r722573007-Nagasakayaki-Hong_Kong.html","“充滿日式風味的居酒屋”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13832460-r721890050-Nagasakayaki-Hong_Kong.html","正在營業"
"17. Odelice! (尖沙咀分店)","法國菜, 歐洲菜","$$ - $$$","168 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d14058027-Reviews-Odelice_Tsim_Sha_Tsui-Hong_Kong.html#REVIEWS","“Woo delicious 法國菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d14058027-r723492162-Odelice_Tsim_Sha_Tsui-Hong_Kong.html","“美味法式brunch”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d14058027-r722272345-Odelice_Tsim_Sha_Tsui-Hong_Kong.html","正在營業"
"18. Te Quiero Mucho","墨西哥菜, 拉丁菜","$$ - $$$","185 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15055588-Reviews-Te_Quiero_Mucho-Hong_Kong.html#REVIEWS","“我是个墨西哥人，我认为这里的食物不错！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15055588-r716019745-Te_Quiero_Mucho-Hong_Kong.html","“热天的冰早餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15055588-r718351917-Te_Quiero_Mucho-Hong_Kong.html","正在營業"
"19. VEA Restaurant and Lounge","法國菜, 歐洲菜","$$$$","216 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d9456925-Reviews-VEA_Restaurant_and_Lounge-Hong_Kong.html#REVIEWS","“非常有创意”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d9456925-r704478635-VEA_Restaurant_and_Lounge-Hong_Kong.html","“优雅的时光”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d9456925-r675602699-VEA_Restaurant_and_Lounge-Hong_Kong.html","正在營業"
"20. 鮨蕾","日本菜, 海鮮","$$$$","85 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d12812554-Reviews-Sushi_Tsubomi-Hong_Kong.html#REVIEWS","“豪裝日本餐廳食Omakase仲學到野添！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12812554-r722820819-Sushi_Tsubomi-Hong_Kong.html","“慶祝紀念日🥰🥰🥰”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12812554-r722629077-Sushi_Tsubomi-Hong_Kong.html",""
"21. Komune","$$ - $$$","餐單","263 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d6963464-Reviews-Komune-Hong_Kong.html#REVIEWS","“适合家庭聚餐和儿童玩耍的地方”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6963464-r722275555-Komune-Hong_Kong.html","“还不错”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6963464-r690519997-Komune-Hong_Kong.html","正在營業"
"22. Burger Joys (太益樓)","美國菜, 酒吧","$$ - $$$","95 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d13476178-Reviews-Burger_Joys_Tai_Yik_House-Hong_Kong.html#REVIEWS","“隱世漢堡包店”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13476178-r721502729-Burger_Joys_Tai_Yik_House-Hong_Kong.html","“出色漢堡包店”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13476178-r719673100-Burger_Joys_Tai_Yik_House-Hong_Kong.html",""
"23. Ichu","秘魯菜, 拉丁菜","$$$$","199 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15194359-Reviews-Ichu-Hong_Kong.html#REVIEWS","“2019年夏季餐廳周的午餐菜單”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15194359-r716112880-Ichu-Hong_Kong.html","“超級好的秘魯食物”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15194359-r718243335-Ichu-Hong_Kong.html","正在營業"
"24. 吉地士","法國菜, 歐洲菜","$$$$","276 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d788792-Reviews-Gaddi_s-Hong_Kong.html#REVIEWS","“晚餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d788792-r690562318-Gaddi_s-Hong_Kong.html","“經典奢華法國菜之夜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d788792-r686075848-Gaddi_s-Hong_Kong.html","正在營業"
"25. 欣圖軒","中菜, 亞洲菜","$$$$","612 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d927163-Reviews-Yan_Toh_Heen_InterContinental_Hong_Kong-Hong_Kong.html#REVIEWS","“香港中式点心”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d927163-r714662706-Yan_Toh_Heen_InterContinental_Hong_Kong-Hong_Kong.html","“环境味道服务俱佳”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d927163-r709888002-Yan_Toh_Heen_InterContinental_Hong_Kong-Hong_Kong.html","正在營業"
"26. Buenos Aires Polo Club","牛排, 阿根廷菜","$$$$","187 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10882197-Reviews-Buenos_Aires_Polo_Club-Hong_Kong.html#REVIEWS","“適合慶祝的很出色的地方”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10882197-r714731221-Buenos_Aires_Polo_Club-Hong_Kong.html","“很棒的體驗”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10882197-r716019763-Buenos_Aires_Polo_Club-Hong_Kong.html","正在營業"
"27. 滿福樓","中菜","$$$$","245 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d797531-Reviews-Dynasty-Hong_Kong.html#REVIEWS","“食物环境服务一流”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d797531-r712487090-Dynasty-Hong_Kong.html","“非常好吃的中国菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d797531-r720683381-Dynasty-Hong_Kong.html","正在營業"
"28. Amber","現代創意菜","$$$$","1,007 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d939504-Reviews-Amber-Hong_Kong.html#REVIEWS","“水準不如以前高了”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d939504-r714967622-Amber-Hong_Kong.html","“這家餐廳真的非常棒，食物非常美味。”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d939504-r722269722-Amber-Hong_Kong.html","正在營業"
"29. Caprice","法國菜, 歐洲菜","$$$$","858 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d912108-Reviews-Caprice_Central-Hong_Kong.html#REVIEWS","“最佳慶生活動的地點”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d912108-r712356777-Caprice_Central-Hong_Kong.html","“精緻而神聖的用餐體驗。”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d912108-r722539452-Caprice_Central-Hong_Kong.html","正在營業"
"30. 雲來軒","中菜, 亞洲菜","$$ - $$$","173 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10712103-Reviews-Cloudland_Chinese_Cuisine-Hong_Kong.html#REVIEWS","“用心的廣東菜｡”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10712103-r723563226-Cloudland_Chinese_Cuisine-Hong_Kong.html","“名廚的新派中菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10712103-r722928801-Cloudland_Chinese_Cuisine-Hong_Kong.html",""
"Curry Leaf - Indian Cuisine","印度菜, 亞洲菜","","","","","","","",""
"Sun Thai Restaurant ( Carnarvon Road )","亞洲菜, 泰國菜","","","","","","","",""
"61. 船長吧","酒吧","$$ - $$$","208 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2461284-Reviews-Captain_s_Bar_Mandarin_Oriental_Hong_Kong-Hong_Kong.html#REVIEWS","“我的愛”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2461284-r690547758-Captain_s_Bar_Mandarin_Oriental_Hong_Kong-Hong_Kong.html","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2461284-r688824165-Captain_s_Bar_Mandarin_Oriental_Hong_Kong-Hong_Kong.html","正在營業"
"62. The Grill Room (堪富利士道)","法國菜, 牛排","$$ - $$$","231 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d13130926-Reviews-The_Grill_Room-Hong_Kong.html#REVIEWS","“很好的西餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13130926-r709934890-The_Grill_Room-Hong_Kong.html","“好好享受舒適的晚餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13130926-r707363883-The_Grill_Room-Hong_Kong.html","正在營業"
"63. Le Souk","摩洛哥菜, 中東菜","$$ - $$$","240 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2403165-Reviews-Le_Souk-Hong_Kong.html#REVIEWS","“摩洛哥菜初體驗”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2403165-r701828229-Le_Souk-Hong_Kong.html","“中東.北非：special match ;)”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2403165-r698922844-Le_Souk-Hong_Kong.html","正在營業"
"64. Café 103","海鮮, 咖啡廳","$$$$","489 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d3600498-Reviews-Cafe_103-Hong_Kong.html#REVIEWS","“高質 寫意 得餐廳。”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3600498-r720711187-Cafe_103-Hong_Kong.html","“tea”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3600498-r718469697-Cafe_103-Hong_Kong.html","正在營業"
"65. 禾牛薈火煱館 (中國保險大廈)","亞洲菜, 中菜","$$ - $$$","111 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10483028-Reviews-Woo_Cow_Hotpot_China_Insurance_Building-Hong_Kong.html#REVIEWS","“Hotpot with good quality food”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10483028-r723013900-Woo_Cow_Hotpot_China_Insurance_Building-Hong_Kong.html","“環境舒適”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10483028-r722180654-Woo_Cow_Hotpot_China_Insurance_Building-Hong_Kong.html","正在營業"
"66. Milu Thai Restaurant","亞洲菜, 泰國菜","$$ - $$$","89 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15097418-Reviews-Milu_Thai_Restaurant-Hong_Kong.html#REVIEWS","“銅鑼灣泰國菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15097418-r723028734-Milu_Thai_Restaurant-Hong_Kong.html","“Thai perfect”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15097418-r722661904-Milu_Thai_Restaurant-Hong_Kong.html","正在營業"
"67. 咖啡廳","中菜, 咖啡廳","$$ - $$$","245 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d3511961-Reviews-The_Cafe-Hong_Kong.html#REVIEWS","“超值午餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3511961-r722920629-The_Cafe-Hong_Kong.html","“抵食自助午餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3511961-r720847192-The_Cafe-Hong_Kong.html","正在營業"
"68. 口利福","台式小吃/台菜, 中菜","$$ - $$$","1,014 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d6758068-Reviews-Ho_Lee_Fook-Hong_Kong.html#REVIEWS","“超棒的餐厅！！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6758068-r718348270-Ho_Lee_Fook-Hong_Kong.html","“美味的口利福餐厅！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6758068-r708598829-Ho_Lee_Fook-Hong_Kong.html","正在營業"
"69. Tango Argentinian Steak House","阿根廷菜, 牛排","$$ - $$$","253 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10765308-Reviews-Tango_Argentinian_Steak_House_Elements-Hong_Kong.html#REVIEWS","“額外單點的比較突出”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10765308-r689656892-Tango_Argentinian_Steak_House_Elements-Hong_Kong.html","“環境及食物不錯”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10765308-r666097289-Tango_Argentinian_Steak_House_Elements-Hong_Kong.html","正在營業"
"70. Amina Modern European","法國菜, 加拿大菜","$$$$","76 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d11913973-Reviews-Amina_Modern_European-Hong_Kong.html#REVIEWS","“浪漫的一晚”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11913973-r715080973-Amina_Modern_European-Hong_Kong.html","“早鳥精選”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11913973-r714889690-Amina_Modern_European-Hong_Kong.html","正在營業"
"71. 龍蝦吧餐廳","酒吧, 歐洲菜","$$$$","269 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1079853-Reviews-Lobster_Bar_and_Grill-Hong_Kong.html#REVIEWS","“半自助早午餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1079853-r704480249-Lobster_Bar_and_Grill-Hong_Kong.html","“世界排名高”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1079853-r665402949-Lobster_Bar_and_Grill-Hong_Kong.html","正在營業"
"72. 星宴中餐廳","中菜, 亞洲菜","$$$$","279 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2095035-Reviews-Sing_Yin_Cantonese_Dining-Hong_Kong.html#REVIEWS","“點心出色 , 傳統中有新意”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2095035-r710641506-Sing_Yin_Cantonese_Dining-Hong_Kong.html","“很好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2095035-r689657179-Sing_Yin_Cantonese_Dining-Hong_Kong.html","正在營業"
"73. 8 1/2 Otto e Mezzo Bombana","意大利菜, 歐洲菜","$$$$","489 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2423554-Reviews-8_1_2_Otto_e_Mezzo_Bombana-Hong_Kong.html#REVIEWS","“很不错”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2423554-r690779617-8_1_2_Otto_e_Mezzo_Bombana-Hong_Kong.html","“很好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2423554-r688846404-8_1_2_Otto_e_Mezzo_Bombana-Hong_Kong.html","正在營業"
"74. 天寶閣中餐廳","中菜, 海鮮","$$$$","214 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d816180-Reviews-Celestial_Court_Chinese_Restaurant-Hong_Kong.html#REVIEWS","“點心水準很好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d816180-r711691761-Celestial_Court_Chinese_Restaurant-Hong_Kong.html","“很好味的餐廳”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d816180-r698562767-Celestial_Court_Chinese_Restaurant-Hong_Kong.html","正在營業"
"75. Grissini 意大利餐廳","意大利菜, 歐洲菜","$$$$","344 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d808255-Reviews-Grissini_Grand_Hyatt_Hong_Kong-Hong_Kong.html#REVIEWS","“小貴”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d808255-r693587804-Grissini_Grand_Hyatt_Hong_Kong-Hong_Kong.html","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d808255-r690809057-Grissini_Grand_Hyatt_Hong_Kong-Hong_Kong.html","正在營業"
